X,Y,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,Facility_Name,Notification_ID,Facility_Address,Abatement_Contractor,Demo_Contractor,DateStartActual,MonthStart,DayStart,YearStart,DateEndActual,MonthEnd,DayEnd,YearEnd,GEOID10_Tract,ZCTA5CE10,DRPS_ResStr,D3_SurveyParcelID
-83.0403061462595,42.4243478491285,840,ParcelLocator_,M,100,A,"17675 ST LOUIS ST, DETROIT, MI, 48212",13011512.,StreetAddress,,17675 ST. LOUIS ST,DETROIT,MI,482,RESIDENTIAL,20102196,17675 ST. LOUIS,,GLO WRECKING COMPANY,2010/04/15 00:00:00+00,4,15,2010,2010/04/19 00:00:00+00,4,19,2010,26163506400,48212,1,13011512.21907
-82.9997658043618,42.3831008184982,841,ParcelLocator_,M,100,A,"5150 COOPER ST, DETROIT, MI, 48213",19006379.,StreetAddress,,5150 COOPER ST,Detroit,MI,482,DWELLING,20102195,5150 COOPER,,FARROW GROUP INC,2010/04/02 00:00:00+00,4,2,2010,2010/07/15 00:00:00+00,7,15,2010,26163514300,48213,1,19006379.12717
-82.9540391131757,42.4120986012142,842,ParcelLocator_,M,100,A,"10006 BEACONSFIELD ST, DETROIT, MI, 48224",21065786.,StreetAddress,,10006 BEACONSFIELD ST,DETROIT,MI,482,DWELLING,20102194,10006 BEACONSFI,,FARROW GROUP INC,2010/04/02 00:00:00+00,4,2,2010,2010/07/15 00:00:00+00,7,15,2010,26163501200,48224,1,21065786.19150
-82.9710867498693,42.4398420469649,843,ParcelLocator_,M,100,A,"14730 LIBERAL ST, DETROIT, MI, 48205",21022745-6,StreetAddress,,14730 LIBERAL ST,Detroit,MI,482,DWELLING,20102193,14730 LIBERAL,,FARROW GROUP INC,2010/04/02 00:00:00+00,4,2,2010,2010/05/30 00:00:00+00,5,30,2010,26163500300,48205,1,21022745-6
-82.9729017277633,42.3888342751402,844,ParcelLocator_,M,100,A,"4821 MAYNARD ST, DETROIT, MI, 48215",21047556.,StreetAddress,,4821 MAYNARD ST,Detroit,MI,482,DWELLING,20102189,4821 MAYNARD,,FARROW GROUP INC,2010/04/07 00:00:00+00,4,7,2010,2010/07/15 00:00:00+00,7,15,2010,26163512300,48215,1,21047556.14113
-82.9960353112015,42.3902802190295,845,ParcelLocator_,M,100,A,"5671 HARDING AVE, DETROIT, MI, 48213",21039625.,StreetAddress,,5671 HARDING AVE,Detroit,MI,482,DWELLING,20102187,5671 HARDING,,FARROW GROUP INC,2010/04/07 00:00:00+00,4,7,2010,2010/07/15 00:00:00+00,7,15,2010,26163514300,48213,1,21039625.14501
-83.0309797240746,42.3853255329788,846,ParcelLocator_,M,100,A,"6740 STRONG ST, DETROIT, MI, 48211",15000840.,StreetAddress,,6740 STRONG ST,Detroit,MI,482,DWELLING,20102186,6740 STRONG,,FARROW GROUP INC,2010/04/07 00:00:00+00,4,7,2010,2010/04/26 00:00:00+00,4,26,2010,26163511000,48211,,15000840.12969
-83.0122234598764,42.3719341706231,847,ParcelLocator3,M,100,A,"4460-64 BALDWIN ST, DETROIT, MI, 48214",17011264-5,StreetAddress,,4460-64 BALDWIN ST,Detroit,MI,482,DWELLING,20102183,4460-64 BALDWIN,,FARROW GROUP INC,2010/04/07 00:00:00+00,4,7,2010,2010/07/15 00:00:00+00,7,15,2010,26163516000,48214,,17011264-5
-82.9954732605308,42.3877397305063,848,ParcelLocator_,M,100,A,"5311 ST CLAIR ST, DETROIT, MI, 48213",21038860.,StreetAddress,,5311 ST. CLAIR ST,DETROIT,MI,482,DWELLING,20102181,5311 ST. CLAIR,,FARROW GROUP INC,2010/04/05 00:00:00+00,4,5,2010,2010/07/15 00:00:00+00,7,15,2010,26163514300,48213,1,21038860.13826
-83.040101285572,42.4222084862872,849,ParcelLocator_,M,100,A,"17433 ST LOUIS ST, DETROIT, MI, 48212",13011528.,StreetAddress,,17433 ST. LOUIS ST,DETROIT,MI,482,DWELLING,20102180,17433 ST. LOUIS,,FARROW GROUP INC,2010/04/05 00:00:00+00,4,5,2010,2010/04/26 00:00:00+00,4,26,2010,26163506400,48212,1,13011528.21566
-83.0401044479458,42.4222909311039,850,ParcelLocator_,M,100,A,"17439 ST LOUIS ST, DETROIT, MI, 48212",13011527.,StreetAddress,,17439 ST. LOUIS ST,DETROIT,MI,482,DWELLING,20102179,17439 ST. LOUIS,,FARROW GROUP INC,2010/04/05 00:00:00+00,4,5,2010,2010/04/26 00:00:00+00,4,26,2010,26163506400,48212,1,13011527.21566
-83.2492294675191,42.3885501614775,851,ParcelLocator_,M,100,A,"14101 BLACKSTONE, DETROIT, MI, 48223",22109476.,StreetAddress,,14101 BLACKSTONE,DETROIT,MI,482,RESIDENTIAL,20102159,14101 BLACKSTON,,BLUE STAR INC,2010/04/23 00:00:00+00,4,23,2010,2010/04/23 00:00:00+00,4,23,2010,26163543800,48223,1,22109476.13579
-83.2574493078274,42.407570418115,852,ParcelLocator_,M,100,A,"16101 LAHSER RD, DETROIT, MI, 48219",22113766.,StreetAddress,,16101 LAHSER RD,Detroit,MI,482,RESIDENTIAL,20102158,16101 LAHSER,,BLUE STAR INC,2010/04/22 00:00:00+00,4,22,2010,2010/04/23 00:00:00+00,4,23,2010,26163544200,48219,1,22113766.17351
-82.9834757525912,42.438401635158,853,ParcelLocator_,M,100,A,"13684 PINEWOOD ST, DETROIT, MI, 48205",21022256-7,StreetAddress,,13684 PINEWOOD ST,Detroit,MI,482,DWELLING,20102155,13684 PINEWOOD,,FARROW GROUP INC,2010/04/09 00:00:00+00,4,9,2010,2010/09/15 00:00:00+00,9,15,2010,26163503400,48205,1,21022256-7
-82.9834108857962,42.4251364387946,854,ParcelLocator_,M,100,A,"13528 CEDARGROVE ST, DETROIT, MI, 48205",21016408.,StreetAddress,,13528 CEDARGROVE ST,DETROIT,MI,482,DWELLING,20102153,13528 CEDARGROV,,FARROW GROUP,2010/04/09 00:00:00+00,4,9,2010,2010/05/30 00:00:00+00,5,30,2010,26163500400,48205,1,21016408.22324
-83.1016433549475,42.3226888850349,855,ParcelLocator_,M,100,A,"4689 BRANDON ST, DETROIT, MI, 48209",16001081.,StreetAddress,,4689 BRANDON ST,Detroit,MI,482,VACANT PROPERTY,20102152,4689 BRANDON,,HOMRICH INC,2010/04/07 00:00:00+00,4,7,2010,2010/04/07 00:00:00+00,4,7,2010,26163523100,48209,1,16001081.1677
-83.0315998977652,42.4443959503295,856,ParcelLocator_,M,100,A,"20160 HELEN ST, DETROIT, MI, 48234",15009239.,StreetAddress,,20160 HELEN ST,Detroit,MI,482,RESIDENTIAL,20102105,20160 HELEN,,GLO WRECKING COMPANY,2010/04/13 00:00:00+00,4,13,2010,2010/04/20 00:00:00+00,4,20,2010,26163506100,48234,1,15009239.26707
-83.0176681490391,42.4127474082716,857,ParcelLocator_,M,100,A,"8345 ELGIN ST, DETROIT, MI, 48234",17003303.,StreetAddress,,8345 ELGIN ST,Detroit,MI,482,RESIDENTIAL,20102104,8345 ELGIN,,GLO WRECKING COMPANY,2010/04/13 00:00:00+00,4,13,2010,2010/04/20 00:00:00+00,4,20,2010,26163504800,48234,,17003303.19136
-83.224739405726,42.3449817489756,858,ParcelLocator_,M,100,A,"7311 STAHELIN RD, DETROIT, MI, 48228",22083993.,StreetAddress,,7311 STAHELIN RD,Detroit,MI,482,DWELLING,20102062,7311 STAHELIN,,FARROW GROUP,2010/04/01 00:00:00+00,4,1,2010,2010/07/15 00:00:00+00,7,15,2010,26163545900,48228,1,22083993.4280
-83.0790656086671,42.3366845078625,859,ParcelLocator_,M,100,A,"3028 14TH ST, DETROIT, MI, 48216",10004908.,StreetAddress,,3028 14TH ST,DETROIT,MI,482,RESIDENTIAL,20102039,3028 14TH STREE,,GLO WRECKING COMPANY,2010/04/08 00:00:00+00,4,8,2010,2010/04/15 00:00:00+00,4,15,2010,26163521500,48216,,10004908.3181
-83.0786499683448,42.3333476667144,860,ParcelLocator_,M,100,A,"2634 15TH ST, DETROIT, MI, 48216",10005397.,StreetAddress,,2634 15TH ST,DETROIT,MI,482,RESIDENTIAL,20102038,2634 15TH STREE,,GLO WRECKING COMPANY,2010/04/09 00:00:00+00,4,9,2010,2010/04/16 00:00:00+00,4,16,2010,26163521500,48216,1,10005397.2734
-83.112558037327,42.3075969229489,861,ParcelLocator_,M,100,A,"1123 LEWERENZ ST, DETROIT, MI, 48209",18008422.,StreetAddress,,1123 LEWERENZ ST,Detroit,MI,482,RESIDENTIAL,20102037,1123 LEWERENZ,,GLO WRECKING COMPANY,2010/04/01 00:00:00+00,4,1,2010,2010/04/08 00:00:00+00,4,8,2010,26163523800,48209,1,18008422.990
-83.025794131087,42.4181282889926,862,ParcelLocator_,M,100,A,"7545 NUERNBERG ST, DETROIT, MI, 48234",15003244.,StreetAddress,,7545 NUERNBERG ST,Detroit,MI,482,VACANT PROPERTY,20102029,7545 NUERNBERG,,HOMRICH INC,2010/04/08 00:00:00+00,4,8,2010,2010/04/12 00:00:00+00,4,12,2010,26163511000,48234,1,15003244.20452
-82.9879906838244,42.37813535211,863,ParcelLocator_,M,100,A,"3894 ST CLAIR ST, DETROIT, MI, 48214",21038616.,StreetAddress,,3894 ST. CLAIR ST,DETROIT,MI,482,DWELLING,20102006,3894 ST. CLAIR,,FARROW GROUP INC,2010/04/06 00:00:00+00,4,6,2010,2010/07/15 00:00:00+00,7,15,2010,26163514100,48214,1,21038616.11900
-83.1053588397494,42.3171189455981,864,ParcelLocator_,M,100,A,"5857 NEWBERRY ST, DETROIT, MI, 48209",16000812.,StreetAddress,,5857 NEWBERRY ST,DETROIT,MI,482,NON-EXEMPT RESIDENTIAL,20101927,"5857, 5859 NEWB",,BLUE STAR INC,2010/04/27 00:00:00+00,4,27,2010,2010/04/30 00:00:00+00,4,30,2010,26163523200,48209,1,16000812.1438
-83.1376871962234,42.4044081146925,865,ParcelLocator_,M,100,A,"15392 QUINCY ST, DETROIT, MI, 48238",12012657.,StreetAddress,,15392 QUINCY ST,Detroit,MI,482,NON-EXEMPT RESIDENTIAL,20101807,15392 QUINCY,,HOMRICH INC,2010/04/05 00:00:00+00,4,5,2010,2010/04/06 00:00:00+00,4,6,2010,26163530300,48238,1,12012657.16828
-83.033033145262,42.3727487746121,866,ParcelLocator_,M,90.87,A,"3557 E KIRBY ST, DETROIT, MI, 48211",13003233.,StreetAddress,,3557 KIRBY ST,DETROIT,MI,482,NON-EXEMPT RESIDENTIAL,20101806,3557 KIRBY,,HOMRICH INC,2010/04/06 00:00:00+00,4,6,2010,2010/04/06 00:00:00+00,4,6,2010,26163518500,48211,1,13003233.10655
-82.9962689141573,42.4224126290296,867,ParcelLocator_,M,100,A,"12771 RACINE ST, DETROIT, MI, 48205",21033570.,StreetAddress,,12771 RACINE ST,Detroit,MI,482,NON-EXEMPT RESIDENTIAL,20101805,12771 RACINE,,HOMRICH INC,2010/04/06 00:00:00+00,4,6,2010,2010/04/07 00:00:00+00,4,7,2010,26163505400,48205,1,21033570.21674
-83.0514440388616,42.4203559909917,868,ParcelLocator_,M,100,A,"17198 CONLEY ST, DETROIT, MI, 48212",13016473.,StreetAddress,,17198 CONLEY ST,Detroit,MI,482,NON-EXEMPT RESIDENTIAL,20101804,17198 CONLEY,,HOMRICH INC,2010/04/05 00:00:00+00,4,5,2010,2010/04/05 00:00:00+00,4,5,2010,26163506400,48212,1,13016473.21321
-83.1213732638382,42.36570624128,869,ParcelLocator3,M,100,A,"8858 PETOSKEY ST, DETROIT, MI, 48204",14006929.,StreetAddress,,8858 PETOSKEY ST,DETROIT,MI,482,FORMER ANGELL ELEM. SCHOO,20101781,8858 PETOSKY,,ABLE DEMOLITION INC,2010/04/28 00:00:00+00,4,28,2010,2010/05/31 00:00:00+00,5,31,2010,26163533400,48204,,14006929.8370
-83.1555934610249,42.4430341616138,870,ParcelLocator_,M,100,A,"20244 CHERRYLAWN ST, DETROIT, MI, 48221",16033052.,StreetAddress,,20244 CHERRYLAWN ST,DETROIT,MI,482,ABANDONED SCHEDULED FOR D,20113939,20244 CHERRYLAW,,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163539000,48221,1,16033052.26150
-83.119872344076,42.412924567386,871,ParcelLocator_,M,100,A,"1958 FLORENCE AVE, DETROIT, MI, 48203",08005448.,StreetAddress,,1958 FLORENCE AVE,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113938,1958 FLORENCE,,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163530100,48203,1,08005448.18885
-83.149797073489,42.3960105065217,872,ParcelLocator_,M,100,A,"14542 GREENLAWN ST, DETROIT, MI, 48238",16029277.,StreetAddress,,14542 GREENLAWN ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113930,14542 GREENLAWN,AIR-FLO ENVIRONMENTA,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163536400,48238,1,16029277.15395
-83.1837487914656,42.3905080117543,873,ParcelLocator_,M,100,A,"14084 ARDMORE ST, DETROIT, MI, 48227",22034536.,StreetAddress,,14084 ARDMORE ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113929,14084 ARDMORE,AIR-FLO ENVIRONMENTA,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163537800,48227,1,22034536.13812
-83.1980179605761,42.4049024354332,874,ParcelLocator_,M,100,A,"15507 PREST AVE, DETROIT, MI, 48227",22049154.,StreetAddress,,15507 PREST AVE,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113927,15507 PREST,AIR-FLO ENVIRONMENTA,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163537500,48227,1,22049154.16825
-82.9915746486735,42.3792085307865,875,ParcelLocator_,M,100,A,"4400 BEWICK ST, DETROIT, MI, 48214",21037162.,StreetAddress,,4400 BEWICK ST,Detroit,MI,482,ABANDONED FACILITY,20113926,4400 BEWICK,PROFESSIONAL ABATEME,BROWN ENV CONSTRUCTI,2011/04/04 00:00:00+00,4,4,2011,2011/04/15 00:00:00+00,4,15,2011,26163514100,48214,,21037162.12581
-83.1577140372554,42.3984875807824,876,ParcelLocator_,M,100,A,"14831 INDIANA ST, DETROIT, MI, 48238",16036122.,StreetAddress,,14831 INDIANA ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20113924,14831 INDIANA,AIR-FLO ENVIRONMENTA,F MOSS WRECKING CO,2011/04/04 00:00:00+00,4,4,2011,2011/05/04 00:00:00+00,5,4,2011,26163536400,48238,1,16036122.15783
-82.9811020955951,42.3790537954658,877,ParcelLocator_,M,100,A,"3856 LILLIBRIDGE ST, DETROIT, MI, 48214",21042722.,StreetAddress,,3856 LILLIBRIDGE ST,DETROIT,MI,482,ABANDONED FACILITY,20113923,3856 LILLIBRIDG,LAKESHORE ENG SERVIC,BROWN ENV CONSTRUCTI,2011/04/04 00:00:00+00,4,4,2011,2011/04/15 00:00:00+00,4,15,2011,26163514100,48214,1,21042722.12424
-83.0280463675191,42.3565923544252,878,ParcelLocator_,M,100,A,"3418 MCDOUGALL ST, DETROIT, MI, 48207",13010806.,StreetAddress,,3418 MCDOUGALL ST,DETROIT,MI,482,VACANT BUILDING,20114476,3418-3420 MCDOU,,"FARROW GROUP, INC.",2011/04/06 00:00:00+00,4,6,2011,2011/05/19 00:00:00+00,5,19,2011,26163516800,48207,,13010806.6454
-83.1711607943228,42.3864756799204,879,ParcelLocator_,M,100,A,"13545 STEEL AVE, DETROIT, MI, 48227",22023022.,StreetAddress,,13545 STEEL AVE,Detroit,MI,482,VACANT BUILDING,20114474,13545 STEEL,,"1 WAY SERVICE, INC.",2011/04/08 00:00:00+00,4,8,2011,2011/04/08 00:00:00+00,4,8,2011,26163537200,48227,1,22023022.13190
-83.1701063537185,42.3874579179539,880,ParcelLocator_,M,100,A,"13613 APPOLINE ST, DETROIT, MI, 48227",22021767.,StreetAddress,,13613 APPOLINE ST,Detroit,MI,482,VACANT BUILDING,20114473,13613 APPOLINE,,"1 WAY SERVICE, INC.",2011/04/08 00:00:00+00,4,8,2011,2011/04/08 00:00:00+00,4,8,2011,26163537200,48227,,22021767.13117
-83.1701564262779,42.3887401322024,881,ParcelLocator_,M,100,A,"13935 APPOLINE ST, DETROIT, MI, 48227",22021755.,StreetAddress,,13935 APPOLINE ST,Detroit,MI,482,VACANT BUILDING,20114472,13935 APPOLINE,,"1 WAY SERVICE, INC.",2011/04/08 00:00:00+00,4,8,2011,2011/04/08 00:00:00+00,4,8,2011,26163537200,48227,1,22021755.13583
-82.9374166666995,42.3658897938012,882,ParcelLocator_,M,100,A,"413 PHILIP ST, DETROIT, MI, 48215",21060828.,StreetAddress,,413 PHILIP ST,Detroit,MI,482,ABANDONED RESIDENTIAL,20114469,413 PHILIP,,BROWN ENV CONSTRUCTI,2011/04/08 00:00:00+00,4,8,2011,2011/04/25 00:00:00+00,4,25,2011,26163513200,48215,1,21060828.9223
-83.1369017717647,42.3442756794431,883,ParcelLocator_,M,100,A,"6304 MARTIN ST, DETROIT, MI, 48210",18011090.,StreetAddress,,6304 MARTIN ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20114468,6304 MARTIN,PROFESSIONAL ABATEME,JOY CONSTRUCTION LEA,2011/04/21 00:00:00+00,4,21,2011,2011/05/15 00:00:00+00,5,15,2011,26163526400,48210,1,18011090.4084
-82.960637222242,42.4415535842471,884,ParcelLocator_,M,100,A,"15600 TACOMA ST, DETROIT, MI, 48205",21023544.,StreetAddress,,15600 TACOMA ST,Detroit,MI,482,ABANDONED RESIDENCE,20114466,15600 TACOMA,,ABLE DEMOLITION INC,2011/04/13 00:00:00+00,4,13,2011,2011/05/01 00:00:00+00,5,1,2011,26163500300,48205,1,21023544.26290
-83.2271591261186,42.4151201942172,885,ParcelLocator_,M,100,A,"18921 W MCNICHOLS RD, DETROIT, MI, 48219",22013201.002L,StreetAddress,,18921 W MCNICHOLS RD,DETROIT,MI,482,ABANDONED SCHEDULED FOR D,20114465,18921 W MCNICHO,,GLO WRECKING COMPANY,2011/04/12 00:00:00+00,4,12,2011,2011/04/28 00:00:00+00,4,28,2011,26163543100,48219,,22013201.002L
-83.2639062164162,42.3976843546149,886,ParcelLocator_,M,98.58,A,"15000 BRAMELL ST, DETROIT, MI, 48223",22117602.,StreetAddress,,15000 BRAMMELL ST,DETROIT,MI,482,ABANDONED SCHEDULED FOR D,20114464,15000 BRAMMELL,PROFESSIONAL ABATEME,GLO WRECKING COMPANY,2011/04/26 00:00:00+00,4,26,2011,2011/05/06 00:00:00+00,5,6,2011,26163544100,48223,1,22117602.15593
-83.245239109339,42.4024796808009,887,ParcelLocator_,M,100,A,"15403 BRAILE ST, DETROIT, MI, 48223",22105688.,StreetAddress,,15403 BRAILE ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20114463,15403 BRAILE,,GLO WRECKING COMPANY,2011/04/11 00:00:00+00,4,11,2011,2011/04/28 00:00:00+00,4,28,2011,26163543500,48223,1,22105688.16563
-83.2453072996913,42.3923143705074,888,ParcelLocator_,M,100,A,"14400 PIERSON, DETROIT, MI, 48223",22106434.,StreetAddress,,14400 PIERSON  ,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20114462,14400 PIERSON,,GLO WRECKING COMPANY,2011/04/11 00:00:00+00,4,11,2011,2011/04/28 00:00:00+00,4,28,2011,26163543700,48223,1,22106434.14139
-83.2610639217802,42.4058212132772,889,ParcelLocator_,M,100,A,"15803 DACOSTA ST, DETROIT, MI, 48223",22115825.,StreetAddress,,15803 DACOSTA ST,Detroit,MI,482,ABANDONED SCHEDULED FOR D,20114461,15803 DACOSTA,,GLO WRECKING COMPANY,2011/04/11 00:00:00+00,4,11,2011,2011/04/28 00:00:00+00,4,28,2011,26163544200,48223,1,22115825.17144
-82.9810242896373,42.4227746743797,890,ParcelLocator_,M,100,A,"13968 ROCHELLE ST, DETROIT, MI, 48205",21015235.,StreetAddress,,13968 ROCHELLE ST,Detroit,MI,482,ABANDONED RESIDENCE,20114460,13968 ROCHELLE,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/10/31 00:00:00+00,10,31,2011,26163500400,48205,1,21015235.21761
-82.9891198392792,42.4224124630129,891,ParcelLocator_,M,100,A,"12460 WESTPHALIA ST, DETROIT, MI, 48205",21031537.,StreetAddress,,12460 WESTPHALIA ST,DETROIT,MI,482,ABANDONED RESIDENCE,20114459,12460 WESTPHALI,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/06/30 00:00:00+00,6,30,2011,26163505400,48205,1,21031537.21831
-83.0056487177336,42.4399718608757,892,ParcelLocator_,M,100,A,"19690 ALBION ST, DETROIT, MI, 48234",17014296.,StreetAddress,,19690 ALBION ST,Detroit,MI,482,ABANDONED RESIDENCE,20114458,19690 ALBION,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/05/30 00:00:00+00,5,30,2011,26163505000,48234,1,17014296.25827
-82.9706829670369,42.3906028721313,893,ParcelLocator_,M,100,A,"4884 ANDERDON ST, DETROIT, MI, 48215",21047363.,StreetAddress,,4884 ANDERDON ST,Detroit,MI,482,ABANDONED RESIDENCE,20114457,4884 ANDERDON,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/10/31 00:00:00+00,10,31,2011,26163512300,48215,1,21047363.14344
-82.9507844488813,42.4131595559529,894,ParcelLocator_,M,100,A,"10026 SOMERSET AVE, DETROIT, MI, 48224",21067208.,StreetAddress,,10026 SOMERSET AVE,Detroit,MI,482,ABANDONED RESIDENCE,20114456,10026 SOMERSET,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/10/31 00:00:00+00,10,31,2011,26163501200,48224,1,21067208.19515
-82.9563498016929,42.4050801942407,895,ParcelLocator_,M,100,A,"5929 LAKEPOINTE ST, DETROIT, MI, 48224",21065065.,StreetAddress,,5929 LAKEPOINTE ST,Detroit,MI,482,ABANDONED RESIDENCE,20114455,5929 LAKEPOINTE,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/06/30 00:00:00+00,6,30,2011,26163501300,48224,1,21065065.17512
-82.9680223726926,42.4261411530566,896,ParcelLocator_,M,100,A,"14906 TROESTER ST, DETROIT, MI, 48205",21016598.,StreetAddress,,14906 TROESTER ST,Detroit,MI,482,ABANDONED RESIDENCE,20114454,14906 TROESTER,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/05/30 00:00:00+00,5,30,2011,26163500500,48205,1,21016598.22592
-82.995646194685,42.4446662661192,897,ParcelLocator_,M,100,A,"20061 WALTHAM ST, DETROIT, MI, 48205",21032799.,StreetAddress,,20061 WALTHAM ST,Detroit,MI,482,ABANDONED RESIDENCE,20114453,20061 WALTHAM,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/10/31 00:00:00+00,10,31,2011,26163503200,48205,1,21032799.26708
-83.003990525999,42.4395464036573,898,ParcelLocator_,M,100,A,"19601 ROWE ST, DETROIT, MI, 48205",21035962.,StreetAddress,,19601 ROWE ST,Detroit,MI,482,ABANDONED RESIDENCE,20114452,19601 ROWE,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/08/31 00:00:00+00,8,31,2011,26163503300,48205,1,21035962.25840
-83.0087050759643,42.3647570690895,899,ParcelLocator3,M,100,A,"3472-74 TOWNSEND ST, DETROIT, MI, 48214",17011954.,StreetAddress,,3472-74 TOWNSEND ST,DETROIT,MI,482,ABANDONED RESIDENCE,20114451,3472-74 TOWNSEN,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/12/30 00:00:00+00,12,30,2011,26163515200,48214,1,17011954.8457
-82.9709674015407,42.4265725187222,900,ParcelLocator_,M,100,A,"14681 TROESTER ST, DETROIT, MI, 48205",21016783.,StreetAddress,,14681 TROESTER ST,Detroit,MI,482,ABANDONED RESIDENCE,20114450,14681 TROESTER,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/08/31 00:00:00+00,8,31,2011,26163500500,48205,1,21016783.22807
-83.0056459886868,42.4398716636977,901,ParcelLocator_,M,100,A,"19684 ALBION ST, DETROIT, MI, 48234",17014295.,StreetAddress,,19684 ALBION ST,Detroit,MI,482,ABANDONED RESIDENCE,20114449,19684 ALBION,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/05/30 00:00:00+00,5,30,2011,26163505000,48234,1,17014295.25827
-82.9622356738845,42.3796191311784,902,ParcelLocator_,M,100,A,"2950 ALGONQUIN ST, DETROIT, MI, 48215",21046897.,StreetAddress,,2950 ALGONQUIN ST,Detroit,MI,482,ABANDONED RESIDENCE,20114448,2950 ALGONQUIN,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/05/30 00:00:00+00,5,30,2011,26163512600,48215,1,21046897.12182
-83.003202112808,42.3902483081571,903,ParcelLocator_,M,100,A,"5950 PENNSYLVANIA ST, DETROIT, MI, 48213",19005785.,StreetAddress,,5950 PENNSYLVANIA ST,DETROIT,MI,482,ABANDONED RESIDENCE,20114447,5950 PENNSYLVAN,,"FARROW GROUP, INC.",2011/04/05 00:00:00+00,4,5,2011,2011/10/31 00:00:00+00,10,31,2011,26163514300,48213,,19005785.14407
-82.9720608761941,42.4363696253872,904,ParcelLocator_,M,100,A,"14565 MADDELEIN ST, DETROIT, MI, 48205",21021511.,StreetAddress,,14565 MADDELEIN ST,Detroit,MI,482,ABANDONED RESIDENCE,20114446,14565 MADDELEIN,,ABLE DEMOLITION INC,2011/04/08 00:00:00+00,4,8,2011,2011/04/30 00:00:00+00,4,30,2011,26163500300,48205,1,21021511.25185
-83.0740110898307,42.4240765604611,905,ParcelLocator_,M,100,A,"17844 ANGLIN ST, DETROIT, MI, 48212",09011972.,StreetAddress,,17844 ANGLIN ST,Detroit,MI,482,VACANT SCHEDULED FOR DEMO,20114135,17844 ANGLIN,,ABLE DEMOLITION INC,2011/04/04 00:00:00+00,4,4,2011,2011/04/30 00:00:00+00,4,30,2011,26163507100,48212,1,09011972.22157
-82.949409548236,42.3876690414062,906,ParcelLocator_,M,100,A,"3741 ASHLAND ST, DETROIT, MI, 48215",21062325.,StreetAddress,,3741 ASHLAND ST,Detroit,MI,482,VACANT SCHEDULED FOR DEMO,20114134,3741 ASHLAND,,ABLE DEMOLITION INC,2011/04/11 00:00:00+00,4,11,2011,2011/04/30 00:00:00+00,4,30,2011,26163512400,48215,1,21062325.14168
-82.953082128976,42.3879991487898,907,ParcelLocator_,M,100,A,"3909 MARLBOROUGH ST, DETROIT, MI, 48215",21059622.,StreetAddress,,3909 MARLBOROUGH ST,DETROIT,MI,482,VACANT SCHEDULED FOR DEMO,20114133,3909 MARLBOROUG,,ABLE DEMOLITION INC,2011/04/04 00:00:00+00,4,4,2011,2011/04/30 00:00:00+00,4,30,2011,26163512400,48215,1,21059622.13892
-82.9597361681599,42.388178486242,908,ParcelLocator_,M,100,A,"4205 LAKEVIEW ST, DETROIT, MI, 48215",21052548.,StreetAddress,,4205 LAKEVIEW ST,Detroit,MI,482,ABANDONED RESIDENCE,20114132,4205 LAKEVIEW,,ABLE DEMOLITION INC,2011/04/06 00:00:00+00,4,6,2011,2011/04/30 00:00:00+00,4,30,2011,26163512400,48215,1,21052548.13833
